All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,BATCH JOB NAME,,,,,,,,,
,,,,,,,,,,,,,BATCH MEMBER,,,,,,,,,
1630 - USAA FEDERAL SAVINGS BANK,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Batch Processing,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/19/15,,2:58:51 PM,E038105,,,,Details Provided.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2921854,New Rewards Qualifications SCOTIABANK INVERLAT S.A.,,,,,SUBMITTED,,3,5/12/15,5:40:55 PM,,E054277,,,MRSOWN,5/12/15,8:01:16 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/12/15,,7:58:56 PM,E033372,,,,Please send this request to the LAC CIS team.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2922514,PROD / 5292 / RFB / Accounts to change status,,,,,SUBMITTED,,3,5/13/15,6:05:21 AM,,E047818,,,MRSOWN,5/13/15,8:02:40 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
2182 - BARCLAYS BANK PLC,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Data Update,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/13/15,,8:01:57 AM,E041890,,,,Data updates made,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2923396,Member Impl -- USAA Zip Code updating Issue,,,,,SUBMITTED,,3,5/13/15,12:50:05 PM,,E041588,,,MRSOWN,5/14/15,2:07:04 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/14/15,,2:00:22 PM,E050447,,,,Field Postal_CD maximun 8 digits,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2924065,CIS-2014-04761 RBS Name Duplication Issue,,,,,SUBMITTED,,3,5/13/15,4:16:57 PM,,E041588,,,CISNA,5/14/15,10:23:57 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
5548 - CHARTER ONE BANK  F.S.B.,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Situational Analysis,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/14/15,,8:26:40 AM,E041588,,,,Information Below,,,,,,,,,,,,,,,
5/14/15,,10:14:50 PM,E033372,,,,The customer has 2 accounts with 2 different bank products and 2 different households.,,,,,,,,,,,,,,,
5/14/15,,3:38:31 AM,E041890,,,,Further information needed,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2924091,CIS-2014-04761 RBS Shopping Cart Populating,,,,,SUBMITTED,,3,5/13/15,4:20:48 PM,,E041588,,,CISNA,5/21/15,10:35:41 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/14/15,,6:05:19 AM,E041588,,,,Hi Adrian - Requested information below,,,,,,,,,,,,,,,
5/21/15,,10:32:53 AM,E041890,,,,Further analysis,,,,,,,,,,,,,,,
5/14/15,,3:42:01 AM,E041890,,,,Login details needed,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2924112,PP Admin Program Report and Contacts by Program,,,,,SUBMITTED,,3,5/13/15,4:32:42 PM,,E001855,,,MRSOWN,5/19/15,5:03:26 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,DONOTSURVEY,,,,,,,,,
9999 - MASTERCARD,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Situational Analysis,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/19/15,,5:00:24 AM,E041890,,,,Clarification needed,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2924132,Member Impl -- USAA - Dress Rehersal,,,,,SUBMITTED,,3,5/13/15,4:49:08 PM,,E041588,,,MRSOWN,5/18/15,8:40:26 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/14/15,,10:45:47 AM,E041588,,,,Please provide processing results,,,,,,,,,,,,,,,
5/15/15,,6:19:05 AM,E055410,,,,Processing report provided,,,,,,,,,,,,,,,
5/15/15,,8:23:13 AM,E041588,,,,Did not receive Processing Details,,,,,,,,,,,,,,,
5/14/15,,8:13:12 AM,E055410,,,,Request Done,,,,,,,,,,,,,,,
5/18/15,,8:39:58 AM,E055410,,,,Resent the processing details,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2925782,RE91 file processing - MTF,,,,,SUBMITTED,,3,5/14/15,11:06:39 AM,,E029361,,,CISMEA,5/15/15,3:04:16 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/15/15,,3:02:14 PM,E055376,,,,File processed,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2925938,Member Impl -- USAA - Dress Rehersal,,,,,SUBMITTED,,3,5/14/15,12:37:25 PM,,E041588,,,MRSOWN,5/18/15,8:39:28 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/15/15,,8:44:10 AM,E055410,,,,Resent the processing details,,,,,,,,,,,,,,,
5/15/15,,5:35:37 AM,E055410,,,,EVF Generated,,,,,,,,,,,,,,,
5/15/15,,8:19:15 AM,E041588,,,,Did not receive processing details,,,,,,,,,,,,,,,
5/14/15,,4:32:02 PM,E020147,,,,MRS-BATCH--please send household summary EVF once file has completed processing,,,,,,,,,,,,,,,
5/15/15,,8:56:32 AM,E041588,,,,Did not receive Processing details,,,,,,,,,,,,,,,
5/18/15,,8:31:35 AM,E055410,,,,Resent the processing details,,,,,,,,,,,,,,,
5/18/15,,8:37:08 AM,E055410,,,,Resent the details,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2926246,SSFCU ICA 3875,,,,,SUBMITTED,,3,5/14/15,3:58:24 PM,,E040220,,,MRSOWN,5/16/15,6:41:38 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/16/15,,6:31:02 PM,E033372,,,,New BCN is already used.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2926763,Manual HH functionality defect in Phoenix,,,,,REWORK,,3,5/15/15,4:12:46 AM,,E047959,,,,6/8/15,11:12:00 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
9539 - RAIFFEISEN BANK POLSKA SA,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Promotional Set Up,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
Transaction Research,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
6/8/15,,11:10:05 AM,E047959,,,,Mistake,,,,,,,,,,,,,,,
6/2/15,,11:50:15 AM,E041890,,,,Closing this ticket,,,,,,,,,,,,,,,
5/18/15,,8:18:19 AM,E041890,,,,Login Details,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2927631,New Rewards Qualifications SCOTIABANK INVERLAT S.A.,,,,,SUBMITTED,,3,5/15/15,9:14:47 AM,,E054277,,,MRSOWN,5/18/15,2:19:11 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,BATCH JOB NAME,,,,,,,,,
,,,,,,,,,,,,,BATCH MEMBER,,,,,,,,,
3785 - SCOTIABANK INVERLAT S.A.,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Batch Processing,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/18/15,,2:16:31 PM,E038105,,,,File processed successfully,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2927892,PROD / 2182 / CSMA / VFF Decommission,,,,,SUBMITTED,,3,5/15/15,10:33:35 AM,,E047818,,,MRSOWN,5/15/15,3:55:26 PM,,,Production Servers,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
2182 - BARCLAYS BANK PLC,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Data Update,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/15/15,,3:53:55 PM,E030232,,,,removed the backend mapping to stop the BCCSM vendor fulfillment file from going out,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2927997,Linkables - ICA 14855,,,,,SUBMITTED,,3,5/15/15,10:57:03 AM,,E040220,,,MRSOWN,5/19/15,7:53:59 AM,,,Production Servers,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
14855 - LINKABLES,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Batch Processing,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/15/15,,11:03:06 AM,E034210,,,,Enrollments via web services end dated,,,,,,,,,,,,,,,
5/19/15,,7:52:30 AM,E046572,,,,Request Done,,,,,,,,,,,,,,,
5/15/15,,3:33:15 PM,E030232,,,,"disabled inbound batch processing, instructed batch to end outbound on 5/18",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2928409,CIS-2014-04761 RBS 72 Account Purge,,,,,SUBMITTED,,3,5/15/15,2:32:16 PM,,E041588,,,CISNA,5/16/15,7:15:38 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/16/15,,7:14:45 PM,E033372,,,,All 72 accounts purged from the MTF,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2928541,Process Cash Back Plus Point Adjustments,,,,,SUBMITTED,,3,5/15/15,3:29:15 PM,,E028265,,,CHDRSL,5/18/15,1:12:49 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/18/15,,1:09:13 AM,E055410,,,,Clarification Needed,,,,,,,,,,,,,,,
5/20/15,,12:38:01 AM,E046572,,,,Request Done,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2928641,CIS-2014-10291 ? Projeto Santander SME | Adhoc reports,,,,,SUBMITTED,,3,5/15/15,4:21:06 PM,,E030485,,,CISLAC,5/20/15,2:07:31 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,DONOTSURVEY,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/19/15,,1:58:27 PM,E030485,,,,to LSPS,,,,,,,,,,,,,,,
5/19/15,,1:03:11 AM,E040832,,,,Confirmation Needed Please,,,,,,,,,,,,,,,
5/20/15,,2:05:58 AM,E040832,,,,Adhoc Report sent successfully.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2929574,CIB - Manual file processing - Run3,,,,,SUBMITTED,,3,5/18/15,6:07:42 AM,,E049704,,,CISMEA,5/18/15,6:52:40 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/18/15,,6:52:09 AM,E046572,,,,Request Done,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2929576,CIB - Manual file processing - Run4,,,,,SUBMITTED,,3,5/18/15,6:09:28 AM,,E049704,,,CISMEA,5/18/15,9:14:28 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/18/15,,8:06:44 AM,E055410,,,,Clarification Needed,,,,,,,,,,,,,,,
5/18/15,,9:09:53 AM,E046571,,,,File processed,,,,,,,,,,,,,,,
5/18/15,,8:12:35 AM,E049704,,,,Yes please update the file timestamp and process.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2929579,MTF Batch automation request,,,,,SUBMITTED,,3,5/18/15,6:13:04 AM,,E049704,,,CISMEA,5/27/15,4:59:46 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
7519 - COMMERCIAL INTERNATIONAL BANK (EGYPT) S.,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Batch Processing,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/27/15,,4:56:59 AM,E055410,,,,Member is ready for automation,,,,,,,,,,,,,,,
5/18/15,,8:22:54 AM,E047589,,,,ACT2929579 is REJECTED. Action(s) Needed,,,,,,,,,,,,,,,
5/19/15,,9:02:15 AM,E020147,,,,Sunil--please add missing ACT details as required,,,,,,,,,,,,,,,
5/20/15,,1:26:32 AM,E049704,,,,ACT details amended,,,,,,,,,,,,,,,
5/26/15,,1:21:59 PM,E020147,,,,enrollment file processing has been automated in MTF,,,,,,,,,,,,,,,
5/26/15,,1:23:00 PM,E020147,,,,MRS BATCH--please make sure member is ready for automated testing,,,,,,,,,,,,,,,
5/19/15,,12:59:36 AM,E049704,,,,"Existing program, batch automation period expired",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2929711,MasterCard Prepaid Team VN CDN - MTF - Auth Notifications,,,,,SUBMITTED,,2,5/18/15,8:02:26 AM,,E026709,,,CISNA,7/15/15,2:25:47 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
15260 - MASTERCARD CANADA PREPAID TEAM,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Implementation Task,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/15/15,,2:24:52 PM,E034210,,,,task completed,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2930067,Spring Marketplace (ICA 14940),,,,,SUBMITTED,,3,5/18/15,10:13:18 AM,,E040220,,,MRSOWN,5/18/15,10:41:27 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,DONOTSURVEY,,,,,,,,,
14940 - SPRING MARKETPLACE,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Program Configuration,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
Data Update,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/18/15,,10:40:39 AM,E020147,,,,sending back for clarification,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2930279,Test Citizens File,,,,,SUBMITTED,,3,5/18/15,12:05:38 PM,,E028265,,,CHDRSL,5/19/15,10:50:21 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/19/15,,10:49:51 AM,E033372,,,,File generated and pushed.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2930513,SSFCU - Accumulation Screen Details - ICA 3875,,,,,SUBMITTED,,3,5/18/15,2:22:01 PM,,E040220,,,MRSOWN,6/5/15,12:18:23 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
Internet Redemptions,,,,,,,,,,,,,MRSCOMPONENT,,,,,,,,,
3875 - SECURITY SERVICE FEDERAL CREDIT UNION,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Situational Analysis,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
6/5/15,,12:16:34 PM,E041890,,,,INC835182 & PRB70691 assigned to MRS DEV,,,,,,,,,,,,,,,
5/29/15,,6:10:39 AM,E040220,,,,Follow up from demo - additional card details,,,,,,,,,,,,,,,
